image_id,label
Test_1610,healthy
Test_1611,scab
Test_1612,rust
Test_1613,scab
Test_1614,scab
Test_1615,scab
Test_1616,healthy
Test_1617,scab
Test_1618,healthy
Test_1619,healthy
Test_1620,scab
Test_1621,scab
Test_1622,rust
Test_1623,healthy
Test_1624,healthy
Test_1625,rust
Test_1626,rust
Test_1627,healthy
Test_1628,healthy
Test_1629,healthy
Test_1630,scab
Test_1631,scab
Test_1632,healthy
Test_1633,rust
Test_1634,scab
Test_1635,healthy
Test_1636,scab
Test_1637,rust
Test_1638,healthy
Test_1639,healthy
Test_1640,healthy
Test_1641,scab
Test_1642,healthy
Test_1643,rust
Test_1644,rust
Test_1645,rust
Test_1646,rust
Test_1647,rust
Test_1648,healthy
Test_1649,scab
Test_1650,scab
Test_1651,healthy
Test_1652,rust
Test_1653,scab
Test_1654,scab
Test_1655,rust
Test_1656,rust
Test_1657,rust
Test_1658,rust
Test_1659,rust
Test_1660,scab
Test_1661,healthy
Test_1662,healthy
Test_1663,healthy
Test_1664,rust
Test_1665,rust
Test_1666,rust
Test_1667,healthy
Test_1668,scab
Test_1669,scab
Test_1670,healthy
Test_1671,rust
Test_1672,healthy
Test_1673,healthy
Test_1674,scab
Test_1675,healthy
Test_1676,scab
Test_1677,healthy
Test_1678,rust
Test_1679,scab
Test_1680,scab
Test_1681,rust
Test_1682,scab
Test_1683,scab
Test_1684,rust
Test_1685,scab
Test_1686,healthy
Test_1687,rust
Test_1688,rust
Test_1689,rust
Test_1690,scab
Test_1691,healthy
Test_1692,rust
Test_1693,scab
Test_1694,scab
Test_1695,rust
Test_1696,healthy
Test_1697,rust
Test_1698,rust
Test_1699,scab
Test_1700,healthy
Test_1701,healthy
Test_1702,rust
Test_1703,rust
Test_1704,healthy
Test_1705,scab
Test_1706,rust
Test_1707,scab
Test_1708,rust
Test_1709,rust
Test_1710,healthy
Test_1711,scab
Test_1712,rust
Test_1713,rust
Test_1714,rust
Test_1715,scab
Test_1716,rust
Test_1717,scab
Test_1718,healthy
Test_1719,rust
Test_1720,rust
Test_1721,rust
Test_1722,rust
Test_1723,healthy
Test_1724,healthy
Test_1725,healthy
Test_1726,rust
Test_1727,rust
Test_1728,scab
Test_1729,rust
Test_1730,scab
Test_1731,rust
Test_1732,rust
Test_1733,healthy
Test_1734,rust
Test_1735,scab
Test_1736,rust
Test_1737,rust
Test_1738,rust
Test_1739,rust
Test_1740,rust
Test_1741,rust
Test_1742,scab
Test_1743,rust
Test_1744,scab
Test_1745,scab
Test_1746,rust
Test_1747,rust
Test_1748,healthy
Test_1749,rust
Test_1750,scab
Test_1751,healthy
Test_1752,healthy
Test_1753,rust
Test_1754,scab
Test_1755,rust
Test_1756,scab
Test_1757,scab
Test_1758,scab
Test_1759,healthy
Test_1760,scab
Test_1761,rust
Test_1762,healthy
Test_1763,rust
Test_1764,rust
Test_1765,scab
Test_1766,healthy
Test_1767,healthy
Test_1768,healthy
Test_1769,healthy
Test_1770,scab
Test_1771,scab
Test_1772,scab
Test_1773,scab
Test_1774,rust
Test_1775,rust
Test_1776,rust
Test_1777,rust
Test_1778,scab
Test_1779,scab
Test_1780,healthy
Test_1781,scab
Test_1782,rust
Test_1783,scab
Test_1784,healthy
Test_1785,rust
Test_1786,rust
Test_1787,scab
Test_1788,healthy
Test_1789,healthy
Test_1790,rust
Test_1791,healthy
Test_1792,rust
Test_1793,rust
Test_1794,rust
Test_1795,rust
Test_1796,rust
Test_1797,rust
Test_1798,rust
Test_1799,scab
Test_1800,healthy
Test_1801,scab
Test_1802,rust
Test_1803,rust
Test_1804,rust
Test_1805,scab
Test_1806,scab
Test_1807,healthy
Test_1808,rust
Test_1809,healthy
Test_1810,scab
Test_1811,healthy
Test_1812,rust
Test_1813,scab
Test_1814,scab
Test_1815,rust
Test_1816,scab
Test_1817,scab
Test_1818,rust
Test_1819,healthy
Test_1820,healthy
